description,name,Plant_Code,sector_nam,PrimSource,Total_MW,Coal_MW,NG_MW,Crude_MW,Bio_MW,Hydro_MW,HydroPS_MW,Nuclear_MW,Solar_MW,Wind_MW,Geo_MW,Other_MW,source_des,tech_desc,Source,Period,geometry
,wind,56770,IPP Non-CHP,wind,102,0,0,0,,0,0,0,0,102,,,Wind = 102 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-76.1547,40.8411,0.0</coordinates></Point>"
,wind,56771,IPP Non-CHP,wind,60,0,0,0,,0,0,0,0,60,,,Wind = 60 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-98.476111,32.338611,0.0</coordinates></Point>"
,solar,56768,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-120.3658,36.7575,0.0</coordinates></Point>"
,wind,56752,IPP Non-CHP,wind,61,0,0,0,,0,0,0,0,61,,,Wind = 61 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-110.480741,41.288056,0.0</coordinates></Point>"
,wind,56753,IPP Non-CHP,wind,80,0,0,0,,0,0,0,0,80,,,Wind = 80 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-110.544444,41.263889,0.0</coordinates></Point>"
,wind,56754,IPP Non-CHP,wind,149.6,0,0,0,,0,0,0,0,149.6,,,Wind = 149.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-100.791389,31.951944,0.0</coordinates></Point>"
,wind,56755,IPP Non-CHP,wind,20,0,0,0,,0,0,0,0,20,,,Wind = 20 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-94.9142,43.8953,0.0</coordinates></Point>"
,wind,56763,IPP Non-CHP,wind,662.5,0,0,0,,0,0,0,0,662.5,,,Wind = 662.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-100.9281,31.9261,0.0</coordinates></Point>"
,wind,56764,IPP Non-CHP,wind,20,0,0,0,,0,0,0,0,20,,,Wind = 20 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-93.77,43.315,0.0</coordinates></Point>"
,wind,56765,IPP Non-CHP,wind,160,0,0,0,,0,0,0,0,160,,,Wind = 160 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-93.091,43.393,0.0</coordinates></Point>"
,wind,56767,IPP Non-CHP,wind,146,0,0,0,,0,0,0,0,146,,,Wind = 146 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-95.5228,40.575,0.0</coordinates></Point>"
,wind,56784,IPP Non-CHP,wind,201,0,0,0,,0,0,0,0,201,,,Wind = 201 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-97.6644,39.4375,0.0</coordinates></Point>"
,wind,56773,IPP Non-CHP,wind,150,0,0,0,,0,0,0,0,150,,,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-100.967402,33.752201,0.0</coordinates></Point>"
,wind,56774,IPP Non-CHP,wind,169.5,0,0,0,,0,0,0,0,169.5,,,Wind = 169.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-100.2686,32.1981,0.0</coordinates></Point>"
,wind,56775,IPP Non-CHP,wind,120,0,0,0,,0,0,0,0,120,,,Wind = 120 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-100.793333,32.718056,0.0</coordinates></Point>"
,wind,56777,IPP Non-CHP,wind,600.3,0,0,0,,0,0,0,0,600.3,,,Wind = 600.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-87.3336,40.583889,0.0</coordinates></Point>"
,wind,56779,IPP Non-CHP,wind,150,0,0,0,,0,0,0,0,150,,,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-102.355628,30.807272,0.0</coordinates></Point>"
,wind,56782,Electric Utility,wind,30,0,0,0,,0,0,0,0,30,,,Wind = 30 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-104.1836,46.2753,0.0</coordinates></Point>"
,wind,56783,IPP Non-CHP,wind,121.9,0,0,0,,0,0,0,0,121.9,,,Wind = 121.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-101.3986,32.1408,0.0</coordinates></Point>"
,wind,56795,IPP Non-CHP,wind,201.6,0,0,0,,0,0,0,0,201.6,,,Wind = 201.6 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-97.5077,27.0702,0.0</coordinates></Point>"
,wind,56796,IPP Non-CHP,wind,50.4,0,0,0,,0,0,0,0,50.4,,,Wind = 50.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-79.7271,39.7513,0.0</coordinates></Point>"
,wind,56797,IPP Non-CHP,wind,300,0,0,0,,0,0,0,0,300,,,Wind = 300 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-92.6131,43.4839,0.0</coordinates></Point>"
,wind,7501,Electric Utility,wind,3,0,0,0,,0,0,0,0,3,,,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-71.9,42.4789,0.0</coordinates></Point>"
,wind,56789,IPP Non-CHP,wind,98.7,0,0,0,,0,0,0,0,98.7,,,Wind = 98.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-120.125,45.7119,0.0</coordinates></Point>"
,wind,56790,IPP Non-CHP,wind,108,0,0,0,,0,0,0,0,108,,,Wind = 108 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-120.5744,45.52,0.0</coordinates></Point>"
,wind,56791,IPP Non-CHP,wind,45,0,0,0,,0,0,0,0,45,,,Wind = 45 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-116.5527,33.9393,0.0</coordinates></Point>"
,wind,56792,IPP Non-CHP,wind,50.4,0,0,0,,0,0,0,0,50.4,,,Wind = 50.4 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-96.4779,44.4328,0.0</coordinates></Point>"
,wind,56793,IPP Non-CHP,wind,99,0,0,0,,0,0,0,0,99,,,Wind = 99 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-94.9497,43.7542,0.0</coordinates></Point>"
,wind,56794,IPP Non-CHP,wind,49.5,0,0,0,,0,0,0,0,49.5,,,Wind = 49.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-96.0784,44.1238,0.0</coordinates></Point>"
,wind,7526,Electric Utility,wind,228.1,0,0,0,,0,0,0,0,228.1,,,Wind = 228.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-121.769031,38.116415,0.0</coordinates></Point>"
,wind,56800,Electric Utility,wind,1.8,0,0,0,,0,0,0,0,1.8,,,Wind = 1.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-70.856389,42.261111,0.0</coordinates></Point>"
,wind,56804,IPP Non-CHP,wind,123,0,0,0,,0,0,0,0,123,,,Wind = 123 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-99.3828,35.535,0.0</coordinates></Point>"
,wind,56805,IPP Non-CHP,wind,100.5,0,0,0,,0,0,0,0,100.5,,,Wind = 100.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-89.878428,42.451481,0.0</coordinates></Point>"
,wind,54453,IPP Non-CHP,wind,15.5,0,0,0,,0,0,0,0,15.5,,,Wind = 15.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-121.8333,38.1167,0.0</coordinates></Point>"
,wind,54454,IPP Non-CHP,wind,49.5,0,0,0,,0,0,0,0,49.5,,,Wind = 49.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-116.5422,33.9228,0.0</coordinates></Point>"
,wind,7771,IPP Non-CHP,wind,3,0,0,0,,0,0,0,0,3,,,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-99.777467,42.82579,0.0</coordinates></Point>"
,solar,59610,IPP Non-CHP,solar,20,0,0,0,,0,0,0,20,0,,,Solar = 20 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.010556,33.74,0.0</coordinates></Point>"
,solar,59613,Commercial Non-CHP,solar,1.2,0,0,0,,0,0,0,1.2,0,,,Solar = 1.2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.174722,43.244444,0.0</coordinates></Point>"
,solar,59611,IPP Non-CHP,solar,6,0,0,0,,0,0,0,6,0,,,Solar = 6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-82.0175,28.066389,0.0</coordinates></Point>"
,solar,59619,Electric Utility,solar,7.6,0,0,0,,0,0,0,7.6,0,,,Solar = 7.6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-107.245156,35.20115,0.0</coordinates></Point>"
,solar,59618,Electric Utility,solar,9.1,0,0,0,,0,0,0,9.1,0,,,Solar = 9.1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-106.52,34.81,0.0</coordinates></Point>"
,solar,59627,IPP Non-CHP,solar,3,0,0,0,,0,0,0,3,0,,,Solar = 3 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-75.156944,40.759722,0.0</coordinates></Point>"
,solar,59626,IPP Non-CHP,solar,1.6,0,0,0,,0,0,0,1.6,0,,,Solar = 1.6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-72.595833,42.158056,0.0</coordinates></Point>"
,solar,59630,Commercial Non-CHP,solar,6.3,0,0,0,,0,0,0,6.3,0,,,Solar = 6.3 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-74.321389,40.236111,0.0</coordinates></Point>"
,solar,59628,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-74.590556,40.065278,0.0</coordinates></Point>"
,solar,59632,IPP Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-101.039444,39.406944,0.0</coordinates></Point>"
,solar,59631,Commercial Non-CHP,solar,10,0,0,0,,0,0,0,10,0,,,Solar = 10 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-74.709444,40.555,0.0</coordinates></Point>"
,wind,59621,IPP Non-CHP,wind,299.7,0,0,0,,0,0,0,0,299.7,,,Wind = 299.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-102.253333,34.72,0.0</coordinates></Point>"
,solar,59620,IPP Non-CHP,solar,2.9,0,0,0,,0,0,0,2.9,0,,,Solar = 2.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-113.053611,38.311111,0.0</coordinates></Point>"
,solar,59624,IPP Non-CHP,solar,1.5,0,0,0,,0,0,0,1.5,0,,,Solar = 1.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-72.748056,42.148333,0.0</coordinates></Point>"
,solar,59623,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-74.949444,44.671944,0.0</coordinates></Point>"
,solar,59625,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-72.552222,42.150278,0.0</coordinates></Point>"
,wind,59637,Electric Utility,wind,150.1,0,0,0,,0,0,0,0,150.1,,,Wind = 150.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-94.671667,40.92,0.0</coordinates></Point>"
,wind,59639,Industrial Non-CHP,wind,2,0,0,0,,0,0,0,0,2,,,Wind = 2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-71.117222,41.745556,0.0</coordinates></Point>"
,solar,59638,IPP Non-CHP,solar,20,0,0,0,,0,0,0,20,0,,,Solar = 20 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-119.905833,35.726667,0.0</coordinates></Point>"
,solar,59645,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.096944,35.181111,0.0</coordinates></Point>"
,solar,59641,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.592,36.468,0.0</coordinates></Point>"
,solar,59648,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.499167,35.858056,0.0</coordinates></Point>"
,solar,59646,IPP Non-CHP,solar,4.8,0,0,0,,0,0,0,4.8,0,,,Solar = 4.8 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.821944,35.016111,0.0</coordinates></Point>"
,solar,59634,IPP Non-CHP,solar,45,0,0,0,,0,0,0,45,0,,,Solar = 45 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-111.430278,33.035556,0.0</coordinates></Point>"
,solar,59633,IPP Non-CHP,solar,20,0,0,0,,0,0,0,20,0,,,Solar = 20 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-119.9475,36.050833,0.0</coordinates></Point>"
,solar,59636,IPP Non-CHP,solar,3.9,0,0,0,,0,0,0,3.9,0,,,Solar = 3.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-71.996389,42.1275,0.0</coordinates></Point>"
,solar,59653,IPP Non-CHP,solar,1.9,0,0,0,,0,0,0,1.9,0,,,Solar = 1.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-107.287778,33.121111,0.0</coordinates></Point>"
,solar,59652,IPP Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-118.565833,34.236667,0.0</coordinates></Point>"
,wind,59655,IPP Non-CHP,wind,97.8,0,0,0,,0,0,0,0,97.8,,,Wind = 97.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-100.275,45.753333,0.0</coordinates></Point>"
,wind,59654,IPP Non-CHP,wind,78,0,0,0,,0,0,0,0,78,,,Wind = 78 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-98.916667,27.18,0.0</coordinates></Point>"
,solar,59657,IPP Non-CHP,solar,20,0,0,0,,0,0,0,20,0,,,Solar = 20 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-115.4975,33.252222,0.0</coordinates></Point>"
,solar,59651,IPP Non-CHP,solar,4.6,0,0,0,,0,0,0,4.6,0,,,Solar = 4.6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-118.196111,34.071389,0.0</coordinates></Point>"
,solar,59682,IPP Non-CHP,solar,1.5,0,0,0,,0,0,0,1.5,0,,,Solar = 1.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-72.975556,43.626389,0.0</coordinates></Point>"
,solar,59677,IPP Non-CHP,solar,4.9,0,0,0,,0,0,0,4.9,0,,,Solar = 4.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.329675,35.041048,0.0</coordinates></Point>"
,solar,59683,Industrial Non-CHP,solar,1.7,0,0,0,,0,0,0,1.7,0,,,Solar = 1.7 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-80.883753,41.148019,0.0</coordinates></Point>"
,solar,59687,IPP Non-CHP,solar,1.5,0,0,0,,0,0,0,1.5,0,,,Solar = 1.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-120.653625,37.05758,0.0</coordinates></Point>"
,solar,59694,IPP Non-CHP,solar,4.9,0,0,0,,0,0,0,4.9,0,,,Solar = 4.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.012122,34.791163,0.0</coordinates></Point>"
,wind,59692,Commercial Non-CHP,wind,4.5,0,0,0,,0,0,0,0,4.5,,,Wind = 4.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-71.38919,41.79413,0.0</coordinates></Point>"
,solar,59675,IPP Non-CHP,solar,4.9,0,0,0,,0,0,0,4.9,0,,,Solar = 4.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-79.108,34.859,0.0</coordinates></Point>"
,solar,59670,IPP Non-CHP,solar,1.9,0,0,0,,0,0,0,1.9,0,,,Solar = 1.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-81.419019,35.259825,0.0</coordinates></Point>"
,solar,59667,IPP Non-CHP,solar,4.9,0,0,0,,0,0,0,4.9,0,,,Solar = 4.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-79.30235,34.711628,0.0</coordinates></Point>"
,solar,59709,IPP Non-CHP,solar,2.3,0,0,0,,0,0,0,2.3,0,,,Solar = 2.3 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-93.21,44.88,0.0</coordinates></Point>"
,solar,59714,Commercial Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-90.245549,38.634995,0.0</coordinates></Point>"
,solar,59715,IPP Non-CHP,solar,1.2,0,0,0,,0,0,0,1.2,0,,,Solar = 1.2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-75.511747,39.736708,0.0</coordinates></Point>"
,solar,59722,IPP Non-CHP,solar,20,0,0,0,,0,0,0,20,0,,,Solar = 20 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-116.0139,33.1125,0.0</coordinates></Point>"
,solar,59719,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-73.197608,44.321972,0.0</coordinates></Point>"
,solar,59706,IPP Non-CHP,solar,4.9,0,0,0,,0,0,0,4.9,0,,,Solar = 4.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.598507,36.372546,0.0</coordinates></Point>"
,solar,59702,IPP Non-CHP,solar,50,0,0,0,,0,0,0,50,0,,,Solar = 50 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-112.36327,38.960519,0.0</coordinates></Point>"
,solar,59730,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.93439,34.613602,0.0</coordinates></Point>"
,solar,59729,IPP Non-CHP,solar,2.8,0,0,0,,0,0,0,2.8,0,,,Solar = 2.8 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-92.46,39.76,0.0</coordinates></Point>"
,wind,59732,IPP Non-CHP,wind,150,0,0,0,,0,0,0,0,150,,,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-99.411169,33.628222,0.0</coordinates></Point>"
,solar,59731,IPP Non-CHP,solar,3,0,0,0,,0,0,0,3,0,,,Solar = 3 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-72.067328,42.521217,0.0</coordinates></Point>"
,wind,59733,IPP Non-CHP,wind,150,0,0,0,,0,0,0,0,150,,,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-99.532944,33.645964,0.0</coordinates></Point>"
,solar,59723,IPP Non-CHP,solar,30,0,0,0,,0,0,0,30,0,,,Solar = 30 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-116.0059,33.1101,0.0</coordinates></Point>"
,wind,59725,IPP Non-CHP,wind,3,0,0,0,,0,0,0,0,3,,,Wind = 3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-70.873372,41.639061,0.0</coordinates></Point>"
,wind,59724,IPP Non-CHP,wind,1.5,0,0,0,,0,0,0,0,1.5,,,Wind = 1.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-70.728467,42.175083,0.0</coordinates></Point>"
,solar,59742,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-107.157188,39.415027,0.0</coordinates></Point>"
,solar,59741,IPP Non-CHP,solar,1.9,0,0,0,,0,0,0,1.9,0,,,Solar = 1.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-72.184044,44.725418,0.0</coordinates></Point>"
,solar,59744,IPP Non-CHP,solar,2.7,0,0,0,,0,0,0,2.7,0,,,Solar = 2.7 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-82.047295,27.988523,0.0</coordinates></Point>"
,solar,59743,IPP Non-CHP,solar,1.2,0,0,0,,0,0,0,1.2,0,,,Solar = 1.2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-76.957413,39.296749,0.0</coordinates></Point>"
,solar,59746,IPP Non-CHP,solar,3.5,0,0,0,,0,0,0,3.5,0,,,Solar = 3.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-120.218453,36.13726,0.0</coordinates></Point>"
,solar,59745,IPP Non-CHP,solar,2.6,0,0,0,,0,0,0,2.6,0,,,Solar = 2.6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-71.177223,42.606184,0.0</coordinates></Point>"
,wind,59735,IPP Non-CHP,wind,0.7,0,0,0,,0,0,0,0,0.7,,,Wind = 0.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-91.650897,41.916558,0.0</coordinates></Point>"
,wind,59734,IPP Non-CHP,wind,150,0,0,0,,0,0,0,0,150,,,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-101.237233,34.432267,0.0</coordinates></Point>"
,solar,59738,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-120.432139,36.723806,0.0</coordinates></Point>"
,wind,59736,IPP Non-CHP,wind,1.9,0,0,0,,0,0,0,0,1.9,,,Wind = 1.9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-100.592439,42.859103,0.0</coordinates></Point>"
,solar,59754,IPP Non-CHP,solar,3.8,0,0,0,,0,0,0,3.8,0,,,Solar = 3.8 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-82.047303,27.991144,0.0</coordinates></Point>"
,solar,59752,IPP Non-CHP,solar,1.3,0,0,0,,0,0,0,1.3,0,,,Solar = 1.3 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-71.662651,42.225492,0.0</coordinates></Point>"
,solar,59755,IPP Non-CHP,solar,2.2,0,0,0,,0,0,0,2.2,0,,,Solar = 2.2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-72.59757,43.280929,0.0</coordinates></Point>"
,solar,59760,IPP Non-CHP,solar,4.9,0,0,0,,0,0,0,4.9,0,,,Solar = 4.9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.141105,36.404382,0.0</coordinates></Point>"
,solar,59747,IPP Non-CHP,solar,14.4,0,0,0,,0,0,0,14.4,0,,,Solar = 14.4 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-114.929399,36.031616,0.0</coordinates></Point>"
,solar,59749,IPP Non-CHP,solar,2.1,0,0,0,,0,0,0,2.1,0,,,Solar = 2.1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-75.6764,38.20257,0.0</coordinates></Point>"
,solar,59748,IPP Non-CHP,solar,2.2,0,0,0,,0,0,0,2.2,0,,,Solar = 2.2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-120.224445,36.137219,0.0</coordinates></Point>"
,solar,59751,Commercial Non-CHP,solar,1.2,0,0,0,,0,0,0,1.2,0,,,Solar = 1.2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-74.09442,40.825316,0.0</coordinates></Point>"
,solar,59750,IPP Non-CHP,solar,2.4,0,0,0,,0,0,0,2.4,0,,,Solar = 2.4 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-71.454633,42.177876,0.0</coordinates></Point>"
,solar,59769,Electric Utility,solar,1.6,0,0,0,,0,0,0,1.6,0,,,Solar = 1.6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-82.532816,27.965797,0.0</coordinates></Point>"
