description,name,Plant_Code,sector_nam,PrimSource,Total_MW,Coal_MW,NG_MW,Crude_MW,Bio_MW,Hydro_MW,HydroPS_MW,Nuclear_MW,Solar_MW,Wind_MW,Geo_MW,Other_MW,source_des,tech_desc,Source,Period,geometry
,wind,58771,IPP Non-CHP,wind,250,0,0,0,,0,0,0,0,250,,,Wind = 250 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-103.511111,33.926111,0.0</coordinates></Point>"
,wind,58774,IPP Non-CHP,wind,161,0,0,0,,0,0,0,0,161,,,Wind = 161 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-102.682778,35.276944,0.0</coordinates></Point>"
,wind,58773,IPP Non-CHP,wind,200,0,0,0,,0,0,0,0,200,,,Wind = 200 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-102.174444,34.748056,0.0</coordinates></Point>"
,solar,58793,IPP Non-CHP,solar,11.4,0,0,0,,0,0,0,11.4,0,,,Solar = 11.4 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-74.636933,39.992818,0.0</coordinates></Point>"
,wind,57188,IPP Non-CHP,wind,90,0,0,0,,0,0,0,0,90,,,Wind = 90 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-120.1819,46.9547,0.0</coordinates></Point>"
,solar,58791,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.1375,34.988889,0.0</coordinates></Point>"
,wind,57189,IPP Non-CHP,wind,150,0,0,0,,0,0,0,0,150,,,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-94.518056,39.981389,0.0</coordinates></Point>"
,solar,58795,IPP Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-87.308333,41.529444,0.0</coordinates></Point>"
,solar,58794,IPP Non-CHP,solar,1.5,0,0,0,,0,0,0,1.5,0,,,Solar = 1.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-105.183889,35.656944,0.0</coordinates></Point>"
,wind,57176,Commercial Non-CHP,wind,2,0,0,0,,0,0,0,0,2,,,Wind = 2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-75.164903,38.782931,0.0</coordinates></Point>"
,solar,58785,IPP Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-73.243889,40.781389,0.0</coordinates></Point>"
,wind,57177,IPP Non-CHP,wind,98.7,0,0,0,,0,0,0,0,98.7,,,Wind = 98.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-87.0328,40.6778,0.0</coordinates></Point>"
,solar,58787,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-73.323611,40.763056,0.0</coordinates></Point>"
,wind,57182,IPP Non-CHP,wind,3.2,0,0,0,,0,0,0,0,3.2,,,Wind = 3.2 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-76.455555,39.959167,0.0</coordinates></Point>"
,solar,58786,IPP Non-CHP,solar,2.5,0,0,0,,0,0,0,2.5,0,,,Solar = 2.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-73.193889,40.760833,0.0</coordinates></Point>"
,solar,58789,IPP Non-CHP,solar,1.5,0,0,0,,0,0,0,1.5,0,,,Solar = 1.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-73.232222,40.826111,0.0</coordinates></Point>"
,solar,58788,IPP Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-73.323611,40.763056,0.0</coordinates></Point>"
,wind,57187,Electric Utility,wind,9,0,0,0,,0,0,0,0,9,,,Wind = 9 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-152.4406,57.7869,0.0</coordinates></Point>"
,solar,58790,IPP Non-CHP,solar,4,0,0,0,,0,0,0,4,0,,,Solar = 4 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-73.194441,40.762465,0.0</coordinates></Point>"
,solar,58803,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.981667,34.957778,0.0</coordinates></Point>"
,wind,57199,Electric Utility,wind,28,0,0,0,,0,0,0,0,28,,,Wind = 28 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-89.148056,43.563889,0.0</coordinates></Point>"
,solar,58806,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.556944,35.293056,0.0</coordinates></Point>"
,solar,57200,IPP Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-81.5956,35.2536,0.0</coordinates></Point>"
,solar,58805,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-79.695,35.311667,0.0</coordinates></Point>"
,wind,57201,IPP Non-CHP,wind,36.8,0,0,0,,0,0,0,0,36.8,,,Wind = 36.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-121.79661,38.163581,0.0</coordinates></Point>"
,solar,58808,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.383889,35.668889,0.0</coordinates></Point>"
,solar,57202,IPP Non-CHP,solar,12.5,0,0,0,,0,0,0,12.5,0,,,Solar = 12.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-81.956377,30.320748,0.0</coordinates></Point>"
,solar,58807,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.81,36.008056,0.0</coordinates></Point>"
,solar,57191,IPP Non-CHP,solar,9,0,0,0,,0,0,0,9,0,,,Solar = 9 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-87.6514,41.6758,0.0</coordinates></Point>"
,solar,58797,IPP Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-87.161111,41.502222,0.0</coordinates></Point>"
,wind,57192,IPP Non-CHP,wind,150,0,0,0,,0,0,0,0,150,,,Wind = 150 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-114.492222,39.104167,0.0</coordinates></Point>"
,solar,58796,IPP Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-85.043889,41.433889,0.0</coordinates></Point>"
,wind,57194,IPP Non-CHP,wind,99,0,0,0,,0,0,0,0,99,,,Wind = 99 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-97.9056,45.215,0.0</coordinates></Point>"
,solar,58799,IPP Non-CHP,solar,5.5,0,0,0,,0,0,0,5.5,0,,,Solar = 5.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-76.87,35.501111,0.0</coordinates></Point>"
,wind,57195,Electric Utility,wind,342.7,0,0,0,,0,0,0,0,342.7,,,Wind = 342.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.821666,46.524167,0.0</coordinates></Point>"
,solar,58798,Commercial Non-CHP,solar,1.3,0,0,0,,0,0,0,1.3,0,,,Solar = 1.3 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-74.690556,39.4375,0.0</coordinates></Point>"
,solar,58802,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.167778,36.0975,0.0</coordinates></Point>"
,solar,57197,IPP Non-CHP,solar,13.5,0,0,0,,0,0,0,13.5,0,,,Solar = 13.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-98.400339,29.304177,0.0</coordinates></Point>"
,solar,58801,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.703611,35.396389,0.0</coordinates></Point>"
,wind,57198,Electric Utility,wind,201.3,0,0,0,,0,0,0,0,201.3,,,Wind = 201.3 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-93.450429,43.724596,0.0</coordinates></Point>"
,wind,57210,IPP Non-CHP,wind,250.8,0,0,0,,0,0,0,0,250.8,,,Wind = 250.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-103.783889,40.9475,0.0</coordinates></Point>"
,solar,58822,Commercial Non-CHP,solar,1.5,0,0,0,,0,0,0,1.5,0,,,Solar = 1.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-75.033056,39.376389,0.0</coordinates></Point>"
,wind,57211,IPP Non-CHP,wind,124.5,0,0,0,,0,0,0,0,124.5,,,Wind = 124.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-111.836381,43.467057,0.0</coordinates></Point>"
,wind,57212,IPP Non-CHP,wind,200.1,0,0,0,,0,0,0,0,200.1,,,Wind = 200.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-97.2967,27.9958,0.0</coordinates></Point>"
,solar,58824,IPP Non-CHP,solar,2.3,0,0,0,,0,0,0,2.3,0,,,Solar = 2.3 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-72.979444,44.910556,0.0</coordinates></Point>"
,geothermal,57213,IPP Non-CHP,geothermal,20.2,0,0,0,,0,0,0,0,0,20.2,,Geothermal = 20.2MW,Geothermal,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-118.5725,39.2944,0.0</coordinates></Point>"
,solar,58828,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-81.156944,35.629444,0.0</coordinates></Point>"
,wind,57214,Electric Utility,wind,2.7,0,0,0,,0,0,0,0,2.7,,,Wind = 2.7 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-92.4711,42.7317,0.0</coordinates></Point>"
,solar,57203,IPP Non-CHP,solar,10,0,0,0,,0,0,0,10,0,,,Solar = 10 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-83.317072,40.8795,0.0</coordinates></Point>"
,solar,58810,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.316111,35.64,0.0</coordinates></Point>"
,solar,57204,IPP Non-CHP,solar,2.2,0,0,0,,0,0,0,2.2,0,,,Solar = 2.2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-74.822935,40.860629,0.0</coordinates></Point>"
,solar,58809,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.438056,35.433889,0.0</coordinates></Point>"
,solar,57205,IPP Non-CHP,solar,48,0,0,0,,0,0,0,48,0,,,Solar = 48 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-114.9933,35.7814,0.0</coordinates></Point>"
,solar,58814,IPP Non-CHP,solar,3,0,0,0,,0,0,0,3,0,,,Solar = 3 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-121.4225,41.031389,0.0</coordinates></Point>"
,solar,58812,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.883889,35.781944,0.0</coordinates></Point>"
,solar,57222,Electric Utility,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.565,34.041944,0.0</coordinates></Point>"
,wind,58836,IPP Non-CHP,wind,50,0,0,0,,0,0,0,0,50,,,Wind = 50 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-96.211944,46.718056,0.0</coordinates></Point>"
,solar,57223,Electric Utility,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.571666,34.042778,0.0</coordinates></Point>"
,solar,57224,Electric Utility,solar,1.5,0,0,0,,0,0,0,1.5,0,,,Solar = 1.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.516944,34.075,0.0</coordinates></Point>"
,solar,58839,IPP Non-CHP,solar,1.3,0,0,0,,0,0,0,1.3,0,,,Solar = 1.3 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-71.385,42.363889,0.0</coordinates></Point>"
,solar,57225,Electric Utility,solar,3.5,0,0,0,,0,0,0,3.5,0,,,Solar = 3.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.241388,34.075833,0.0</coordinates></Point>"
,wind,58838,IPP Non-CHP,wind,110,0,0,0,,0,0,0,0,110,,,Wind = 110 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-98.161111,33.143056,0.0</coordinates></Point>"
,solar,57226,Electric Utility,solar,0.5,0,0,0,,0,0,0,0.5,0,,,Solar = 0.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.561666,34.042222,0.0</coordinates></Point>"
,solar,58842,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-110.819722,32.102778,0.0</coordinates></Point>"
,solar,57227,Electric Utility,solar,3.5,0,0,0,,0,0,0,3.5,0,,,Solar = 3.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.23557,34.083499,0.0</coordinates></Point>"
,solar,58840,IPP Non-CHP,solar,4.5,0,0,0,,0,0,0,4.5,0,,,Solar = 4.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.976111,34.97,0.0</coordinates></Point>"
,solar,57216,IPP Non-CHP,solar,2.8,0,0,0,,0,0,0,2.8,0,,,Solar = 2.8 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-75.238452,40.760545,0.0</coordinates></Point>"
,solar,58831,IPP Non-CHP,solar,16.6,0,0,0,,0,0,0,16.6,0,,,Solar = 16.6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-118.812778,35.321944,0.0</coordinates></Point>"
,solar,57217,Electric Utility,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.400113,34.094279,0.0</coordinates></Point>"
,wind,58830,Electric Utility,wind,21.8,0,0,0,,0,0,0,0,21.8,,,Wind = 21.8 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-83.485556,43.610278,0.0</coordinates></Point>"
,solar,57219,Electric Utility,solar,2.5,0,0,0,,0,0,0,2.5,0,,,Solar = 2.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.230571,34.086276,0.0</coordinates></Point>"
,solar,58833,IPP Non-CHP,solar,81,0,0,0,,0,0,0,51,30,,,"Solar = 51 MW,Wind = 30 MW",Solar Photovoltaic; Onshore Wind Turbine;,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-110.088056,32.286111,0.0</coordinates></Point>"
,solar,57220,Electric Utility,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.573055,34.041389,0.0</coordinates></Point>"
,solar,58832,IPP Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-110.813333,32.101944,0.0</coordinates></Point>"
,solar,57221,Electric Utility,solar,2.5,0,0,0,,0,0,0,2.5,0,,,Solar = 2.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.2275,34.086111,0.0</coordinates></Point>"
,wind,55125,IPP Non-CHP,wind,25,0,0,0,,0,0,0,0,25,,,Wind = 25 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-118.65999,45.936157,0.0</coordinates></Point>"
,solar,58847,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-76.917778,35.981944,0.0</coordinates></Point>"
,solar,57236,Electric Utility,solar,2.5,0,0,0,,0,0,0,2.5,0,,,Solar = 2.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.520277,34.080833,0.0</coordinates></Point>"
,solar,58846,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-76.833611,35.499444,0.0</coordinates></Point>"
,solar,57237,Electric Utility,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.2114,34.08,0.0</coordinates></Point>"
,solar,58849,IPP Non-CHP,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.783333,36.0,0.0</coordinates></Point>"
,wind,57239,IPP Non-CHP,wind,40,0,0,0,,0,0,0,0,40,,,Wind = 40 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-79.467222,39.254444,0.0</coordinates></Point>"
,solar,58848,Electric Utility,solar,28.6,0,0,0,,0,0,0,28.6,0,,,Solar = 28.6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.125833,35.005556,0.0</coordinates></Point>"
,wind,57240,IPP Non-CHP,wind,10,0,0,0,,0,0,0,0,10,,,Wind = 10 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-79.434444,39.287222,0.0</coordinates></Point>"
,solar,58853,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.691944,34.323889,0.0</coordinates></Point>"
,solar,58851,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-79.538333,34.795833,0.0</coordinates></Point>"
,solar,57243,IPP Non-CHP,solar,30.6,0,0,0,,0,0,0,30.6,0,,,Solar = 30.6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-104.635659,36.468078,0.0</coordinates></Point>"
,solar,58855,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.0925,35.949444,0.0</coordinates></Point>"
,wind,57244,IPP Non-CHP,wind,51,0,0,0,,0,0,0,0,51,,,Wind = 51 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-102.3533,39.3383,0.0</coordinates></Point>"
,solar,58854,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.030833,36.047222,0.0</coordinates></Point>"
,solar,57229,Electric Utility,solar,3.5,0,0,0,,0,0,0,3.5,0,,,Solar = 3.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.516666,34.079167,0.0</coordinates></Point>"
,solar,58844,IPP Non-CHP,solar,20,0,0,0,,0,0,0,20,0,,,Solar = 20 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.409167,36.125,0.0</coordinates></Point>"
,solar,57230,Electric Utility,solar,1.5,0,0,0,,0,0,0,1.5,0,,,Solar = 1.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.233611,34.085556,0.0</coordinates></Point>"
,solar,58843,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.381111,35.794722,0.0</coordinates></Point>"
,solar,57231,Electric Utility,solar,3.5,0,0,0,,0,0,0,3.5,0,,,Solar = 3.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.503333,34.072778,0.0</coordinates></Point>"
,solar,57232,Electric Utility,solar,1.5,0,0,0,,0,0,0,1.5,0,,,Solar = 1.5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.516388,34.083333,0.0</coordinates></Point>"
,solar,58845,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-77.053611,35.565278,0.0</coordinates></Point>"
,wind,57248,Electric Utility,wind,2.1,0,0,0,,0,0,0,0,2.1,,,Wind = 2.1 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-94.5892,43.6825,0.0</coordinates></Point>"
,solar,58863,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-81.426111,35.352222,0.0</coordinates></Point>"
,solar,58862,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.956667,36.458611,0.0</coordinates></Point>"
,wind,57251,Electric Utility,wind,10.5,0,0,0,,0,0,0,0,10.5,,,Wind = 10.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-94.1475,43.3839,0.0</coordinates></Point>"
,solar,58864,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.735833,35.558056,0.0</coordinates></Point>"
,wind,57252,Electric Utility,wind,10.5,0,0,0,,0,0,0,0,10.5,,,Wind = 10.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-94.980278,43.445,0.0</coordinates></Point>"
,solar,58867,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.75,35.516389,0.0</coordinates></Point>"
,wind,57253,IPP Non-CHP,wind,4.5,0,0,0,,0,0,0,0,4.5,,,Wind = 4.5 MW,Onshore Wind Turbine,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-70.5942,41.6647,0.0</coordinates></Point>"
,solar,58866,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.793056,34.325278,0.0</coordinates></Point>"
,solar,57254,Commercial Non-CHP,solar,1,0,0,0,,0,0,0,1,0,,,Solar = 1 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.257938,34.48017,0.0</coordinates></Point>"
,solar,57256,IPP Non-CHP,solar,10,0,0,0,,0,0,0,10,0,,,Solar = 10 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-75.852206,40.860142,0.0</coordinates></Point>"
,solar,58868,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.813056,34.535,0.0</coordinates></Point>"
,solar,58861,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-81.243333,35.612222,0.0</coordinates></Point>"
,solar,57245,Electric Utility,solar,6,0,0,0,,0,0,0,6,0,,,Solar = 6 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.425324,34.131214,0.0</coordinates></Point>"
,solar,58859,IPP Non-CHP,solar,5,0,0,0,,0,0,0,5,0,,,Solar = 5 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-78.661389,35.333333,0.0</coordinates></Point>"
,solar,57246,Electric Utility,solar,2,0,0,0,,0,0,0,2,0,,,Solar = 2 MW,Solar Photovoltaic,"EIA-860, EIA-860M and EIA-923",201603,"<Point><coordinates>-117.421666,34.131111,0.0</coordinates></Point>"
