Plant_Code,Latitude,Longitude,Geo_MW,Solar_MW,Wind_MW,Powerplant_MW
416,39.553811,-121.204077,-99999,-99999,-99999,-99999
417,34.1254,-118.148,-99999,-99999,-99999,-99999
418,55.4764,-133.1483,-99999,-99999,-99999,-99999
419,34.126,-118.1494,-99999,-99999,-99999,-99999
420,55.2081,-132.8267,-99999,-99999,-99999,-99999
421,39.077971,-120.406069,-99999,-99999,-99999,-99999
422,39.024801,-120.596383,-99999,-99999,-99999,-99999
423,39.003372,-120.746651,-99999,-99999,-99999,-99999
424,39.000999,-120.725053,-99999,-99999,-99999,-99999
425,37.477838,-120.444492,-99999,-99999,-99999,-99999
426,38.82881,-120.537089,-99999,-99999,-99999,-99999
427,38.83405,-120.53176,-99999,-99999,-99999,-99999
428,38.982697,-120.324503,-99999,-99999,-99999,-99999
430,38.896511,-120.378292,-99999,-99999,-99999,-99999
431,38.765336,-120.787366,-99999,-99999,-99999,-99999
432,34.2056,-117.3344,-99999,-99999,-99999,-99999
433,39.542985,-121.492188,-99999,-99999,-99999,-99999
435,39.514893,-121.630077,-99999,-99999,-99999,-99999
436,37.695994,-120.420152,-99999,-99999,-99999,-99999
437,37.6697,-120.4436,-99999,-99999,-99999,-99999
438,38.70675,-121.158443,-99999,-99999,-99999,-99999
439,40.646934,-122.626973,-99999,-99999,-99999,-99999
440,40.611858,-122.446441,-99999,-99999,-99999,-99999
441,38.63735,-121.220198,-99999,-99999,-99999,-99999
442,40.717455,-122.422274,-99999,-99999,-99999,-99999
443,37.098671,-121.047718,-99999,-99999,-99999,-99999
444,34.295334,-114.140222,-99999,-99999,-99999,-99999
445,37.0692,-121.0772,-99999,-99999,-99999,-99999
446,40.628115,-122.467509,-99999,-99999,-99999,-99999
447,40.797296,-122.762553,-99999,-99999,-99999,-99999
448,39.330833,-121.191666,-99999,-99999,-99999,-99999
450,39.238996,-121.270409,-99999,-99999,-99999,-99999
451,33.166246,-117.016566,-99999,-99999,-99999,-99999
454,38.2667,-104.6144,-99999,-99999,-99999,-99999
455,37.4594,-105.8947,-99999,-99999,-99999,-99999
457,40.004725,-105.332495,-99999,-99999,-99999,-99999
460,39.6551,-105.7088,-99999,-99999,-99999,-99999
464,39.807275,-104.964548,-99999,-99999,-99999,-99999
466,38.2081,-104.5747,-99999,-99999,-99999,-99999
467,39.1364,-108.7347,-99999,-99999,-99999,-99999
469,39.6919,-105.6978,-99999,-99999,-99999,-99999
470,39.101667,-108.345556,-99999,-99999,-99999,-99999
471,38.53419,-106.182003,-99999,-99999,-99999,-99999
472,39.57013,-107.226876,-99999,-99999,-99999,-99999
473,40.0195,-105.202,-99999,-99999,-99999,-99999
474,33.8343,-117.4971,-99999,-99999,-99999,-99999
476,33.85895,-117.6106,-99999,-99999,-99999,-99999
477,33.8361,-117.1831,-99999,-99999,-99999,-99999
479,34.004722,-118.09917,-99999,-99999,-99999,-99999
480,33.92493,-117.95517,-99999,-99999,-99999,-99999
481,33.3944,-117.1889,-99999,-99999,-99999,-99999
482,33.9001,-117.82905,-99999,-99999,-99999,-99999
483,37.6508,-120.4706,-99999,-99999,-99999,-99999
484,37.753606,-106.10467,-99999,-99999,-99999,-99999
487,38.824444,-104.833333,-99999,-99999,-99999,-99999
489,38.881389,-104.816944,-99999,-99999,-99999,-99999
491,38.855556,-104.933056,-99999,-99999,-99999,-99999
492,38.841354,-104.973802,-99999,-99999,-99999,-99999
493,38.032717,-102.073659,-99999,-99999,-99999,-99999
494,40.9505,-102.2795,-99999,-99999,-99999,-99999
495,43.417872,-108.177545,-99999,-99999,-99999,-99999
502,37.9876,-103.5468,-99999,-99999,-99999,-99999
504,38.0647,-103.2159,-99999,-99999,-99999,-99999
505,38.7903,-122.7559,50.0,-99999,-99999,-99999
506,37.178979,-104.487492,-99999,-99999,-99999,-99999
507,38.453191,-107.337483,-99999,-99999,-99999,-99999
508,40.376771,-105.509665,-99999,-99999,-99999,-99999
510,38.451753,-107.539299,-99999,-99999,-99999,-99999
511,40.421031,-105.223804,-99999,-99999,-99999,-99999
